mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
2,DEMetro,0.04148399529408135,0.030532874165233082,0.01095112112884827,0.9979419127783935,1.0021959437947021,864.8402678281759,1.8803043365478516
