mu,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(0.0, 0.0)",0.01659542196427197,0.032800993850122626,0.030600707289084574,1.1387038230895996,3828.751695596374,3337.559078809496,1.0004795706876537,0.014775217593808159,0.010947811738502396,0.013993714403951491,0.02401725555443735,1.1306634545326233,3718.698943392781,3261.618341465972,1.0002500078808363,0.010170077655159135,0.03318229174175466,0.04080427324158181,0.034979849360744955,1.154830515384674,3958.8762859245844,3451.3817470425,1.0009207604078998,0.017854934962854983,0.030670631064288516,0.030462614816118522,0.004821722748913012,0.02236651123639754,0.02228820751312202,0.009619845555761265,0.03130675744173241,0.030634338633378916,0.01611741662109454,0.014908182104911896,0.014742140642173534,0.0036917442108231635,0.04314147847196059,0.09473939779081914,0.9251524900742142,0.04172001159748094,0.1253687246549297,0.9008987687025902,0.008139810854720224,0.020446814242604916,0.9838084371121041,0.04497642665804818,0.1086616202722013,0.9141413302980499
