mu,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(0.0, 0.0)",0.04121577220177479,0.057960318549430734,0.054355567552242634,1.0370137691497803,509.9554358054886,473.39111709529095,1.0096466409681972,0.026729601088077454,0.02921141892471909,0.03611566307724315,0.04373673382253695,1.0213820934295654,469.39726601965685,437.2154761241472,1.0081535973921478,0.02194169762473509,0.051156804996495796,0.07349307970711118,0.062456527781692375,1.1384864449501038,555.0471361598491,522.6620573621321,1.0125454268144765,0.03335086301121089,0.054717900502587326,0.030462614816118522,0.004821722748913012,0.039789507685667545,0.02228820751312202,0.009619845555761265,0.05636954122155848,0.030634338633378916,0.01611741662109454,0.02748145602066559,0.014742140642173534,0.0036917442108231635,5.030418991207408,8.375501618537413,1.0206435301996492e-08,1.596732478485245,3.2579968407660482,0.0029111581006693926,1.8192911799986335,3.865259000137194,0.0005709050093505581,3.4507578670114625,6.247247296466934,1.2677205840490962e-06
