run_id,nu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
65,0.5,Metro,30630.12291254128,0.04957519430194748,1.1265221274690467,32.35038544118014,0.9961493015289307
65,1.0,Metro,4.005758216371016,0.03750482440925957,1.011429848321161,415.5111337903927,1.2765052318572998
65,2.0,Metro,0.2498471914687482,0.021705070294268984,1.0085892238463066,574.8999161091782,0.9474689960479736
65,5.0,Metro,0.03982960063663894,0.013796167078335825,1.0172422342484597,763.7692432493511,0.9690067768096924
65,10.0,Metro,0.07273124184932767,0.020164576261199715,1.0072826487490263,977.0282577439573,0.9612822532653809
65,30.0,Metro,0.04322653266002253,0.014275570882031546,1.0060003518265184,811.0125382432512,0.9698638916015625
65,100.0,Metro,0.06419062061474827,0.02666273251194423,1.0068645587619192,859.6760938020445,0.9464266300201416
65,500.0,Metro,0.03061709977227228,0.012405441256601453,1.0030088525339567,900.8937489953461,0.938683271408081
