mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.059324245722007445,1.0163738684653005,1294.639241945095,5.83160927772522,0.03898476551396012,0.00492270567274757,314.04527124996173,0.11280369065289657
6,0.12281490059639456,1.0476044674872933,390.97424386511506,5.825922484397888,0.08307535018458463,0.016490015838220382,194.85236071024207,0.12318070610801551
7,0.1962429999181557,1.1051691315198835,175.16291217807913,5.774155058860779,0.15025959895980692,0.04880109721709505,162.6448438040164,0.11087220309948999
8,0.39418624759838466,1.1589989009156403,542.6411583066758,5.760579395294189,0.2577420889251882,0.10423130282946527,1557.27106468458,0.10554156369876072
9,0.6349751231611078,1.0832171110057607,3384.948706356798,5.750384459495544,0.264284239258737,0.08295002022935209,4110.629263824039,0.09682814220782907
10,0.8046032102778965,1.0466373819381432,5322.516572691284,5.732609057426453,0.277112246367733,0.07113065528177075,4004.350671648091,0.09429724494910481
11,1.0432497674212151,1.0153985269801484,7722.188206332481,5.758769316673279,0.16732044317585035,0.041957236171068696,2584.9892192147177,0.10029325766270687
12,1.1530691343272683,1.0099459798645336,7984.144062882373,5.752505421638489,0.14609831684348595,0.033279726565402346,2048.402164525007,0.10610043507452127
13,1.2882284336444363,1.0126436619897867,7797.945267066913,5.725733494758606,0.1767263614501875,0.038064703603026724,2319.9675784208657,0.09285519503219436
14,1.3771233828834013,1.0042834828192468,8311.87085447144,5.704127678871155,0.09926506889329337,0.019652039017890494,1222.7099277438003,0.052622556165623446
15,1.477310091412393,1.0071270230934042,8124.124655214908,5.7215741968154905,0.1501521070008692,0.02738309919554461,1684.224911953239,0.08643168910873592
16,1.6297057642757287,1.0043626319502144,8306.395731024435,5.72233314037323,0.11432249542243092,0.019663057677282703,1238.9982366051304,0.07010482353611151
17,1.682262046510992,1.001466196841106,8509.830496339096,5.725061917304993,0.009207772297301959,0.00048610096034240857,354.1441292139976,0.0849637268372973
18,1.7864217960643085,1.0015146953050533,8491.505357066466,5.71533230304718,0.011359150272958385,0.000498674250957603,361.1258075569704,0.05487512731321777
19,1.8731391550511265,1.0014439180524564,8574.098379498872,5.7241988945007325,0.011144199120375854,0.00040696080814140974,335.65212744283247,0.08374809929850756
20,1.9842929645104272,1.0015256309277025,8567.35036454725,5.720843515396118,0.012016727644547122,0.0005685511484142996,346.48514396812817,0.07426151857931798
