dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-1.4884981173577754,0.14741443881640048,-0.2717613318936085
3,-4.26954576493237,0.00019158914543801359,-0.7795088419180362
5,-6.691484288368275,2.436512683926776e-07,-1.2216922959769028
8,-8.766958409650414,1.195513901957449e-09,-1.6006202938917162
15,-28.272221895871557,1.161819671578989e-22,-5.161777894386775
30,-36.477975095366936,8.739494618933243e-26,-6.6599366039480445
