dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-7.305697354412334,4.783867326036794e-08,-1.3338317464391498
3,-8.472525760437533,2.4592039863855844e-09,-1.5468644926784159
5,-8.69047562682632,1.4402804345403263e-09,-1.5866565120872078
8,-9.228919838938664,3.9452842678111796e-10,-1.6849625257312169
15,-9.922703786472688,7.867969777107841e-11,-1.8116295650976721
30,-9.535540725997407,1.9197441987719873e-10,-1.7409435845459895
