dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-0.1542240025527664,0.8785014137007128,-0.028157321702294826
3,-4.117462783042064,0.0002905516133955965,-0.751742415320046
5,-6.381865353293564,5.618389000166221e-07,-1.1651638709865204
8,-7.640035901854891,2.0085023139429582e-08,-1.3948733345317499
15,-28.892439937706477,6.322718652655516e-23,-5.275013698414998
30,-36.3407548595038,9.726788351830041e-26,-6.634883731105238
