dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,5.569795900149491,5.214798555952991e-06,1.0169009517372227
3,-0.26275194561656734,0.7945994867706163,-0.04797172254752153
5,-6.179213811528448,9.75305938535335e-07,-1.1281649307405357
8,-7.237460224592253,5.720257012743633e-08,-1.3213734080185275
15,-25.59578058073268,1.8660239615144614e-21,-4.67312880033999
30,-35.147310419988536,2.5089139064861894e-25,-6.416991584221365
