dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,3.548422154142488,0.0013419249877322298,0.6478502857916381
3,-2.2442252090535315,0.032617743599060826,-0.4097375903734555
5,-2.5496076787464084,0.016332302877526725,-0.4654925461459309
8,-4.8450381283274115,3.9018920649590646e-05,-0.8845788916191777
15,-12.41774750643532,3.9278583329726313e-13,-2.2671601408927176
30,-14.32279644975201,1.0991517300805917e-14,-2.6149729006946947
