mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.15154454880891857,1.0412252678338407,435.97313757906255,5.944792594909668,0.10565715747607082,0.009028899898764774,116.17772821741468,0.11644403429325897
6,0.29539699315755774,1.124343625020565,119.80723499747826,5.95037950515747,0.19766584989711697,0.03299615402196086,37.38164099404584,0.11006224646895209
7,0.43544230090501906,1.2844511151874998,55.18939826916539,5.935606193542481,0.2730607851575689,0.05282478930387613,8.239629487321194,0.11111839459713527
8,0.5343341451056469,1.5005869605821558,37.26226125119593,5.929736099243164,0.47126313548469945,0.06765532355326655,3.0444153272732346,0.14397637456621143
9,0.4564457622447707,1.6233706903328342,32.90036504772698,5.922263669967651,0.3625026752550736,0.04095563022090552,1.224647157433933,0.11694680679649855
10,0.40694494508979756,1.6578321016990185,32.027206713228345,5.899207835197449,0.3585813173495191,0.019149946256327946,0.5056151265762441,0.11392759094702885
11,0.25339388784209804,1.6706895019749641,31.71497161213532,5.85083354473114,0.24644418412626112,0.00689612652741902,0.1579330069167657,0.08890848343288692
12,0.168706790556873,1.6725109250664598,31.677608086400713,5.87852979183197,0.2574264478100573,0.00562876784628334,0.1437769366625232,0.1144884885301709
13,0.16016446645855062,1.6726929830068054,31.670551455302533,5.882416739463806,0.2627238060288036,0.0033854033282861426,0.0984539116096387,0.11324507601406487
14,0.12764775271947407,1.673349815927446,31.659070947981867,5.886674180030822,0.23138086062443255,0.002705947682327082,0.0736411218113897,0.1743591626120888
15,0.1013516120118846,1.67367165445324,31.657529140334315,5.90112820148468,0.22256096771721606,0.002497639602574111,0.08730783624761194,0.12511866896169402
16,0.1453273380468884,1.6743178304181376,31.6294008964525,5.918919420242309,0.07873353270202178,0.0014723863098228755,0.06252932344559119,0.1249369640141909
17,0.03922555083186819,1.6742534053446994,31.63766089797791,5.894679412841797,0.11681099430816472,0.0015265413833102429,0.05795841343632376,0.11726882616289004
18,0.060537690479855605,1.6743771891988068,31.635920708568733,5.8596997594833375,0.12582261877031942,0.0015502809138296558,0.06211395120127679,0.10399844544012998
19,0.08770191806026684,1.6741798630444742,31.64218587699794,5.851986837387085,0.17972427718385775,0.002022318575073364,0.08103693074674752,0.09287053531125063
20,0.04251772973193839,1.6743580246159857,31.63566024715807,5.8676554441452025,0.13943339355061182,0.0014179569945958613,0.0545741289094276,0.11505123604314041
