a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.08775697298942647,1.0048122598622327,3845.34666727686,5.894910097122192
2,Metro,0.11336158956631678,1.0045662803264208,4480.509390038046,6.1677258014678955
3,Metro,0.17029098539812057,1.0078542249363458,3396.2527603024982,6.0296409130096436
5,Metro,0.24547775155071078,1.0085005865642445,2655.68232484151,6.107767581939697
