a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.13603462057525673,1.0050210099880232,4566.52276722407,9.418976306915283
2,DEMetro,0.1651178837543347,1.0109817163290782,2543.5472198571565,9.041707754135132
3,DEMetro,0.08434151616671837,1.0062319109114377,3892.1976473186596,9.218093633651733
5,DEMetro,0.1838974890267197,1.006273045294953,2848.7904863447357,9.254863500595093
