dimension_mv,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
2,0.15368920189697943,0.02544084666119779,1.0028182404110046,2383.1506441469774,1.7924840450286865,0.1202834318036933,0.01945553423032849,1.002030016682227,2231.8925942598303,1.764688491821289,0.17453014857774904,0.02905538850276651,1.0049140033203157,2544.957196033853,1.9958691596984863,0.15756199607782784,0.12497631746419616,0.03844095482686744,0.024822505021775743,0.01891667733233989,0.003515985707008029,0.8476813013722712,1.6797075362577305
5,0.1361679416135021,0.025768908560306832,1.0063969496958598,3718.1779433446127,2.1633360385894775,0.1185878566772441,0.023074282980874022,1.0037588087528322,3349.371509286997,2.0791003704071045,0.16288203505076676,0.027570682891868006,1.0087005062358545,4016.1039185484246,2.300473928451538,0.1417215179610524,0.11383563578847147,0.02272221110256823,0.027010528227575766,0.021385785456465002,0.001367133538178578,1.2272521387423012,4.1142599563496685
10,0.1666745888836134,0.031995612188289696,1.0164264416766078,3663.554703697839,2.4352855682373047,0.13302777617618602,0.026707345197155615,1.0102392105040592,1096.0712162063764,2.3088552951812744,0.2527112535968465,0.06720124136232103,1.0492968637448437,4377.452321896955,2.6075685024261475,0.2206296288610996,0.11203718723871942,0.01467121412550506,0.05256909373717372,0.02232074065957479,0.0008234852604175685,7.401735172932859,36.732112317664026
15,0.22075344109902142,0.057614215462400885,1.0566587325418646,507.0269614740418,2.4844489097595215,0.18947861249200468,0.044950806931968894,1.0346239936559452,159.2007404088832,2.3750033378601074,0.4086879270435451,0.07698486518621485,1.1028461318233003,1423.2717063352327,2.714850664138794,0.3006207356881184,0.11494424983785874,0.0186758969239304,0.07678558101831592,0.022397800574328275,0.0006190582166113884,9.94203847914489,87.85567978032249
30,0.2867315979039456,0.05691326230642848,1.1229779479059505,363.68808191126385,2.8736653327941895,0.20428667016100047,0.03559710989035645,1.0367182255800593,41.274607227823,2.695385217666626,0.4971958621326627,0.09869870120975792,1.3432074910412606,1929.3161585746286,3.036508560180664,0.6294143781647932,0.12403871018062239,0.03185701047500262,0.09067207158155557,0.02246211737513644,0.0007547065793288615,15.863876128010384,90.37943496805904
