mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0,5.301503156636164,1.0973824560510104e-05,0.9679176225248236
4,2.6475583155781655,0.012972700779654601,0.48337580391751417
6,2.497540416501947,0.018429763024419163,0.4559864081329881
8,-0.7951648471539928,0.4329778541779413,-0.14517657457379649
10,-2.802479387730113,0.008944360374832244,-0.5116603925343498
12,-4.624709736457616,7.190370888334168e-05,-0.8443526148572027
