mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
0,7.829498022860668,1.2357459595876571e-08,1.4294642270209623
4,6.2819342520314425,7.371214409275991e-07,1.146919031533988
6,8.025004348549114,7.521659877478374e-09,1.4651586352591335
8,8.672925816552588,1.5033353781879101e-09,1.5834523697649217
10,10.336067123395534,3.1013697572171725e-11,1.8870990397904224
12,9.117551971471766,5.140825756668168e-10,1.6646296280002617
