nu,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,3.369301114009021,-0.2622368522301196,1.048593919361242,345.1660901799679,3.760963678359986,,,,,
2,1.278715524663634,23.842831192509472,1.0409850147509283,394.2304194773178,4.40448260307312,,,,,
5,0.5722578500873725,16.110258052879008,1.0161845352487002,228.6685446349773,4.331093788146973,,,,,
10,0.7283453369791666,17.678223036047925,1.0348843906267515,226.03836062115352,4.409426212310791,,,,,
