nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,HMC,2.4070817911305022,-0.3905482586494089,1.022120814745979,303.777080568729,10.099110126495361
2,HMC,0.21457160643447146,-0.0840444938002443,1.0440041780971188,234.96203259585417,8.097899198532104
5,HMC,0.3554885215282494,3.8098049309705924,1.0745635699462333,110.63454617276071,7.203888177871704
10,HMC,0.2172009603995262,5.845860388729671,1.1355690230892366,61.6292047369288,9.448774814605713
