means,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,global_avg,mode_distance
"(3, -3)",0.0645471917339544,0.0331362837726023,0.147494113526706,0.0594865401637864,0.1762063069152485,0.2005239510542513,0.11356573119442481,6
"(4, -4)",0.2388931278798696,0.4583247202561277,0.2840829282736496,0.7432840544197414,0.3972067309911562,0.0288517386165415,0.35844055007284775,8
"(5, -5)",1.7652336499848291,0.9680939845792652,2.040393864358864,2.271612321184138,0.5326082254561622,0.9966655417245142,1.4291012645479622,10
"(6, -6)",4.210758051694295,3.460510995939761,4.179190647971101,3.0880839617380444,4.295651211055574,3.17795067130513,3.7353575899506506,12
"(7, -7)",5.076939288284528,4.9416945466680575,5.029758214923148,4.97147727857995,5.016668527980066,4.736360253691367,4.962149685021186,14
"(8, -8)",5.757557662315047,5.646830821887495,5.732930165370456,5.744435062826703,5.76892652224742,5.779602929463699,5.738380527351803,16
