means,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,global_avg,mode_distance
"(3, -3)",0.3113809062583839,0.1021485654493084,0.1566313272184349,0.0777733746669472,0.0714906430582257,0.0567456097498395,0.12936173773352325,6
"(4, -4)",0.0659318743242235,0.6728074681084633,0.3647693308804296,1.1991706237568178,0.2345240750269274,0.3051426446590933,0.47372433612599246,8
"(5, -5)",0.4053426168258743,1.378189644934618,1.0178683995343871,1.349983161031809,1.4128631127044424,1.3969709655948548,1.1602029834376644,10
"(6, -6)",1.779995510035304,1.691291042786124,1.4874360407411478,1.7105693981139485,0.5658241232169553,0.6260669814241532,1.3101971827196055,12
"(7, -7)",0.6854257018168505,0.3769598265416914,1.9196254751778072,2.0408080969169555,0.4720270925141844,0.3785268637674778,0.9788955094558278,14
"(8, -8)",0.960047383298843,0.4753922698540598,2.245551575456123,2.3305148027010234,0.921309228890149,0.5979956027412128,1.2551351438235683,16
