alpha,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
2,HMC,8.300409706629202,12.128449846079729,-3.8280401394505272,-0.4616799492181734,1.0075611234397903,666.808766487269,1.7044298648834229
