alpha,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
2,Metro,10.15656900535089,12.128449846079729,-1.9718808407288382,-0.237818260323324,1.032666186352092,97.35895007260079,4.341496706008911
