alpha,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
2,DEMetro,10.23668483872959,12.128449846079729,-1.8917650073501395,-0.22815590764716884,1.0325918873823086,174.8981315832966,1.757845401763916
