nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-2.9597793351730233,0.041563539263963056,-1.3236535583692028
3.0,-4.313242959598723,0.012513951528136872,-1.9289408922270246
4.0,-3.4183494439300133,0.026820796755035785,-1.528732345495223
10.0,-2.935365973189771,0.042585316532014195,-1.3127355709784305
50.0,-1.8390026579110916,0.13976000808778885,-0.8224269907783984
