nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-62.571117084894595,3.907657271136754e-07,-27.98265424598456
3.0,-184.4505200351234,5.182587204214753e-09,-82.48878025674456
4.0,-32.83693245776849,5.128856489352046e-06,-14.685122629627918
10.0,-87.42712461136192,1.0260954763132898e-07,-39.098598741670024
50.0,-41.99928059451362,1.92107466548248e-06,-18.782649283084048
