dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-2.6349038432385146,0.019598101697860873,-0.6803292469147123
5,-2.7960859676136676,0.014289974383275526,-0.7219462924754657
10,-2.2699654457356875,0.039535389563989644,-0.5861025578533742
15,-1.939996810825872,0.07279646296112594,-0.5009050226682735
30,-3.64978658471566,0.002625969032198332,-0.9423708439876665
