means,sampler,wasserstein_distance,mode_distance
"(8, -8)",DEMetro,0.960047383298843,16
"(7, -7)",DEMetro,0.6854257018168505,14
"(6, -6)",DEMetro,1.779995510035304,12
"(5, -5)",DEMetro,0.4053426168258743,10
"(4, -4)",DEMetro,0.06593187432422357,8
"(3, -3)",DEMetro,0.31138090625838394,6
