means,sampler,wasserstein_distance,mode_distance
"(8, -8)",Metro,5.757557662315047,16
"(7, -7)",Metro,5.076939288284528,14
"(6, -6)",Metro,4.210758051694295,12
"(5, -5)",Metro,1.7652336499848293,10
"(4, -4)",Metro,0.23889312787986966,8
"(3, -3)",Metro,0.06454719173395443,6
