nu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
1,4.638996777217755,0.031379711077001986,-0.17848092571726126,1.0371151898396387,289.9247812065284,1.1403827309608459,1.5326672248838487,0.01039391900998848,0.14868431657232486,0.02801452398761506,192.74622776841062,0.1239331935712392,-0.17848092571726137,5.707821143494908
2,0.29396633298931824,0.02502858264180874,6.2423087271495845,1.0126673516955238,582.8897297958986,1.1459075927734375,0.136295981290212,0.010002388196332732,4.6836037614185875,0.006259906646199006,168.50027177890632,0.12107188024994957,6.242308727149585,3.552618417368172
3,0.1089352747334588,0.02038745349338807,3.64759250334926,1.0074510730834947,877.4208985644857,1.1638269543647766,0.03470814271697475,0.007620032013256592,2.140971723340626,0.003050233663288987,146.57635680433975,0.11791170989786048,3.64759250334926,1.6012781455058644
5,0.05875511623109495,0.01892832929017072,2.2787941173928177,1.0052965453099139,1172.1160265783287,1.1305155277252197,0.01828721295307481,0.005723476264360172,1.8536538355986625,0.0018545381726700592,129.21528901232182,0.10626249080523405,2.2787941173928177,1.2749503842843655
30,0.038028462655965385,0.016763981669376777,2.5048514170807605,1.0044439015631859,1348.3969781898152,1.1240391373634337,0.014782895184704312,0.007749023784649751,2.670844195230208,0.0016579962971079048,113.28253967343998,0.11153107108366157,2.5048514170807588,1.5482266370383548
