mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 10, 10, 20, 20, 30, 30, 30, 40, 40)",0.06468260290202665,0.02847998647146376,17.092155546315546,1.0516029248573373,118.82738063738807,2.7851808786392214,0.023446905827217143,0.0013928128040284074,9.544334714547569,0.016929370080695144,35.961361386811895,0.1563766009738103,17.09215554631555,15.277997396890514
