dimension,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
2,2.988871436743937,0.4047232874692167,,,3.296403646469116,2.981375041950777,0.3888751376845796,,,3.1628565788269043,3.1773908445366414,0.4239032990920588,,,3.7555750608444214,3.1095534454103,0.09126705508454976,0.03819818604411397,0.4069445286946867,0.02109210732173386,0.0072942275733699396,79.01648488857612,52.89832507853723
5,1.8823124492710317,0.1781498126150833,,,3.741769790649414,1.8597379465265251,0.1736580811112679,,,3.463520646095276,2.0794883685970884,0.18248058343524695,,,3.859390616416931,1.9987133936587318,0.06380281988972361,0.04985177405245859,0.1780425054926488,0.02055389933712293,0.0019473566201928996,38.813274162177635,80.8730175677455
10,1.2440218935277039,0.04596449181899039,,,4.2808616161346436,1.2128941132407514,0.04560885582051472,,,4.204836487770081,1.2953106043813514,0.0488588633405546,,,4.316319584846497,1.2574625139055005,0.0473779102884924,0.008614358258100793,0.047656982167716085,0.022694565709093135,0.0005653940117022079,140.47298328683573,44.15047903225869
15,0.9803474542242827,0.02448889479899124,,,4.7633216381073,0.9793161796160716,0.024394715917455356,,,4.386034846305847,1.0341438632586497,0.025013619830688796,,,5.094160437583923,1.0155242105083866,0.03454469212460093,0.002387451535479186,0.02477592556576569,0.022433312534659484,0.0002306703591926625,410.8898144342407,10.155674267405928
30,0.7530510656431909,0.022036940453191513,,,5.831712007522583,0.7378592805721474,0.021820874681677406,,,5.292498350143433,0.7750482289729496,0.022667256884617057,,,5.854068636894226,0.7575879844823343,0.034897045559326066,0.00398826963120694,0.022313107559799136,0.021956995084910086,0.0009300233316987387,181.2041325561797,0.3829070333521541
