nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-4.694601246560271,5.924049045762995e-05,-0.8571130004109776
2.5,-5.842223106360148,2.4576172504853233e-06,-1.066639127110452
3.0,-5.42695878071523,7.747058920049262e-06,-0.9908225809494879
4.0,-4.366794248700705,0.00014663053686526443,-0.7972639046657335
10.0,-5.821287101772896,2.603513891835439e-06,-1.0628167531182955
50.0,-4.57122567994007,8.338110174734295e-05,-0.8345878067833556
