nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,5.157805680816574,1.6358710882490682e-05,0.9416821728705096
2.5,6.9744290534574676,1.1451089378234559e-07,1.273350706099353
3.0,6.352739531968858,6.080561046761397e-07,1.159846247871385
4.0,6.728757177949558,2.2047687427993546e-07,1.2284973634459253
10.0,5.17413419069976,1.5632914780521043e-05,0.9446633372683318
50.0,6.9375906833303915,1.2627898556785021e-07,1.2666249706659116
