nu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
2.1,17.762430889838058,,,0.653677225112915,0.889289773734949,0.8929384357656031,10.88758402913586,,,0.6522471308708191,0.7771594160607891,0.7860197520999408,20.550205027234657,,,0.6565303802490234,0.9277994363947429,0.930078045031284,16.655552074594084,0.10814381131688307,0.029142254901128616,0.8373840040484412,0.016474158142018684,0.005442877540793619,0.8360050960106441,0.016102690257595437,0.004941982437352451,567.8149587057643,150.8227660375998,165.9055684933376
3.0,17.50923945745393,,,0.6586399078369141,0.8880145288633113,0.8963156093797636,9.895569354677122,,,0.6579081416130066,0.6258011639530134,0.640604799199541,23.5000120443966,,,0.6595455408096313,0.9844750212289369,0.9613496222776521,18.2622506609771,0.059608405998960695,0.014695966638213076,0.8291031169890642,0.01603313562391797,0.005961803136484556,0.825126225907853,0.015484777403072096,0.00564791399393467,1238.614832429386,136.37987748863878,143.35229774643523
4.0,13.024913275244405,,,0.6585842370986938,0.8506435383025273,0.8209900578320772,8.593109493267212,,,0.6571806073188782,0.611578964539792,0.6143879284777874,24.34958932419499,,,0.6600704789161682,0.9350128066248038,0.9458937644202429,16.02500322972671,0.0422143054471186,0.00881663098985341,0.8211358098688691,0.015834188383626147,0.004996782036799276,0.8024860131009324,0.015889018289857188,0.004878205028750676,1812.8000301558873,161.1640482923855,161.2472190437074
5.0,8.151457389330918,,,0.6617991924285889,0.8142754772298663,0.8176999804619571,6.218137868257498,,,0.6595360040664673,0.6233775093873462,0.6178474441954425,12.800652510257095,,,0.66363126039505,0.8865626023879911,0.8752093294398344,10.770166966554973,0.036540513742284654,0.006635634518940749,0.7606138772655586,0.0138734694176914,0.003061268207464992,0.7546215536741813,0.013894782783558789,0.003194031496518844,1617.5734848226848,243.93171628246063,231.90966391469095
30.0,6.911932950378996,,,0.6646686792373657,0.870612962221798,0.8641846956681869,5.964460954234792,,,0.661962628364563,0.819919809502058,0.8008073159631641,11.489611777519325,,,0.6675891280174255,0.939944270310599,0.9513039179742034,9.060149947622,0.025457624866976197,0.005265437555553281,0.8722844430338635,0.014890674730817578,0.00428850499448389,0.8726194248998357,0.0150382747442469,0.004570706744799729,1715.8483463974303,199.92835951126858,187.6255025836633
