mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.3482720713757699,1.45694283258392,7.729402105131695,"[222283, 979315, 450199, 744718]",8
"(0, 10)",HMC,0.01935971036213677,1.7327859859724535,6.04753630318685,"[222283, 979315, 450199, 744718]",10
"(0, 15)",HMC,0.06457904122206694,1.7327468257374612,6.0382268710275575,"[222283, 979315, 450199, 744718]",15
"(0, 20)",HMC,0.03495617995495721,1.7328156772250003,6.03223014599568,"[222283, 979315, 450199, 744718]",20
