correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,79.14459299231251,1.9471679458825943e-35,14.449759628818285
0.3,75.38779533842929,7.925401845889071e-35,13.76386535581351
0.5,114.299279782354,4.731456262736411e-40,20.86809794779649
0.9,107.59479496188125,2.7200396038147406e-39,19.644032090255187
0.95,76.65655586151,4.895956055382776e-35,13.995508275334629
0.99,86.92171328599902,1.2992784627406276e-36,15.869661034579385
