correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-37.31249930749941,4.5957210623071735e-26,-6.812299182537772
0.3,-31.372708244307827,6.234354084944331e-24,-5.727846665145231
0.5,-38.64197791249129,1.697555403864462e-26,-7.05502765642929
0.9,-40.38681552386267,4.824138798586833e-27,-7.3735899627398025
0.95,-43.373643111380936,6.294936968910006e-28,-7.918907577760632
0.99,-33.31519219173132,1.1427521725319352e-24,-6.082494090343739
