nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-1.0746602744014275,0.3430312017072919,-0.4806026852560338
3.0,0.6536120118591333,0.5490302230635217,0.29230417788548413
4.0,0.28769585755204813,0.7878696893225735,0.12866149886629516
10.0,0.6308494909431512,0.5623877448190091,0.2821244690640048
50.0,-2.1048783853073596,0.10308420348103588,-0.9413302307834501
