a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.08325755266427232,1.0014838100602734,11012.419911533203,13.367472887039185
2,HMC,0.16476769286196824,1.0018930150023282,7531.270479615162,12.48720932006836
3,HMC,0.0650565265928613,1.0026342861995399,7640.177979988717,12.692351818084717
5,HMC,0.2493862260745761,1.004071542531487,4199.7046644010325,13.811616897583008
