a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.13922817828071482,1.007303487982902,2564.9247335865434,5.960352659225464
2,Metro,0.11165994212130297,1.0069841950310585,3075.267428275163,6.201770782470703
3,Metro,0.4007870371659427,1.0111243089197617,1458.456918025371,6.073730945587158
5,Metro,0.17895748030574846,1.0125813738704605,1401.992512218502,6.004437208175659
