weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",HMC,0.3881096345443762,1.544172838345199,7.489750949981119,"[532519, 378842, 41716, 821555]"
"(3, 1)",HMC,1.2214193456371634,1.0499859995693697,59.015980661941576,"[532519, 378842, 41716, 821555]"
