weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",DEMetro,0.3534173309530121,1.294700504923779,17.89064904208806,"[532519, 378842, 41716, 821555]"
"(3, 1)",DEMetro,0.3090347249800574,1.0540306537123283,73.69005537452611,"[532519, 378842, 41716, 821555]"
