weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",Metro,0.48365391945201425,1.0443355128381993,54.7597971475445,"[532519, 378842, 41716, 821555]"
"(3, 1)",Metro,0.878620364064761,1.228804404136659,14.050148053922507,"[532519, 378842, 41716, 821555]"
