correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-16.376429494979543,1.5845369348664215e-10,-4.2283759136263805
0.3,-24.935287428166735,5.310752815706391e-13,-6.438263529478996
0.5,-32.00751013941467,1.7053426264033754e-14,-8.26430358156787
0.9,-28.33040555120415,9.187480776431191e-14,-7.314879259407722
0.99,-25.91604143102215,3.127957315774543e-13,-6.691493124131348
