mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,5.564767022474935,5.287905152144818e-06,1.0159828084901263
8,7.115810527768012,7.877752500262393e-08,1.2991633136637604
10,7.3212754081307,4.5929161224199955e-08,1.3366758969136752
12,17.87679171263102,3.357279849674845e-17,3.263840692276474
15,161.4607003922189,2.1431635817124633e-44,29.478555918467173
18,222.94189108818412,1.8648995268533383e-48,40.7034342539528
