means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,5.553029390590238,1.0627073421855415,68.52320065952074,12
"(5, -5)",DEMetro,4.744755890573855,1.0970192551711972,54.48079164010843,10
