means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.343581216558935,1.7375887295072046,6.266795326676999,12
"(5, -5)",HMC,0.08102158821523402,1.734297587210496,6.265598861128375,10
