means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.3881214551000307,1.739779530188008,6.246045536757359,12
"(5, -5)",Metro,0.1342307830177191,1.7616913014654623,6.20033579201927,10
