mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,Metro,0.1273622337671273,1.0130903864930245,1699.2939442554032,4.652637243270874
6,Metro,0.11653662403736735,1.0197304683315083,911.4405168453867,4.905377388000488
7,Metro,0.03757782458603231,1.0439343281051479,438.3194402849573,4.918705940246582
8,Metro,0.5893913239378946,1.1702528639243928,81.79276847628762,4.6567606925964355
9,Metro,0.1431576729914478,1.2242797994360761,63.95867412416748,4.701516389846802
10,Metro,0.07321432474152043,1.5378341799658837,35.55236232574494,4.5390989780426025
11,Metro,0.3074546713945537,1.644352593845953,32.4124299675744,4.720893144607544
12,Metro,1.7477164813363444,1.604053545670257,33.64884967812964,4.830914258956909
13,Metro,1.3028918983221474,1.6448608447872928,32.60921340565747,4.960617542266846
14,Metro,1.3821772098640603,1.6436897257281546,32.52395480530112,4.810702800750732
15,Metro,0.7538840469850757,1.6676946500453707,32.08632670119843,4.881276607513428
16,Metro,0.6767101126919206,1.6679833206308612,31.98911792126951,4.629936933517456
17,Metro,0.8578225598464136,1.6677924367617902,32.15452788111429,4.580327749252319
18,Metro,0.043784454034479746,1.6756967972156325,31.74781365099521,4.626989364624023
19,Metro,1.9277268327492223,1.6433780297697156,32.58605415976975,4.75959587097168
20,Metro,1.0010028936107236,1.6668516863757363,31.94428330331321,4.593403577804565
