run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
8,"(10, 10, 20, 30, 30)",DEMetro,1.3871976583003431,0.44291937157020106,381.8254350399604,2.963211475486062,7.171101171017788,1.9906127452850342
