dimension,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
2,0.24759559993433508,1.0179972266259343,239.20543423704538,4.915056467056274,0.0289053542974185,0.028317959577027627,0.23515435240567567,1.0177787711784252,230.02534635120324,4.593728065490723,0.028482376129857687,0.028148814054532262,0.29852132638457074,1.0187779554096337,243.72923557563956,6.695672988891602,0.040044589376746584,0.037926551435540364,0.27065008930057605,0.10359757237421549,0.016266819140481285,0.03497624874882516,0.013430737095789852,0.003089323660950348,0.034598696123839846,0.013237661660895055,0.0032349193035155327,10.26952568192247,6.974184001946694,6.603266560538556
5,3.6034247652100264,1.391870805474729,20.35861558634087,2.856107711791992,0.32056484384892514,0.32644291087461597,0.5151576178889263,1.3186403389652164,10.71010538267227,2.5000903606414795,0.08424913516545258,0.09077913953654419,7.211633558087788,1.743018089189038,43.291401341941366,3.7964961528778076,0.4101555674752064,0.39304588883704655,3.8885487058206274,0.12473361323815206,0.026439045969712235,0.269210225566897,0.01467829496054172,0.0015958766092229446,0.26812278297704834,0.014668657915260907,0.0020035216788727725,142.35820372997523,159.49349037096954,126.50430875516484
15,7.015183797453833,1.4160856437602831,12.287618961282512,3.313016891479492,0.4709719754491069,0.4515262585629845,5.534095776687792,1.21427523622076,7.4874536038927895,2.6949515342712402,0.4227800074144139,0.4183643102855354,7.293868527852484,1.5606168052445917,14.802666835438634,3.8862030506134033,0.4860107365576234,0.47371780445348105,6.459867818150608,0.11841319046218683,0.010003094996666882,0.457788343787335,0.016142175165926774,0.002126341887519947,0.45627315691374315,0.016141012015544742,0.0020307986494715255,633.9492556855103,207.70233197847642,216.72859838307158
30,11.655189537528068,1.5986975130353638,6.87621113929866,3.9987270832061768,0.47370970009032437,0.47016814113477623,10.953441982186224,1.559061393059443,6.489375910496497,3.6688828468322754,0.4581649711463655,0.46846188298385505,12.77642988285806,1.7463559715207788,7.388776459821349,4.368615388870239,0.4851329688540684,0.48292104998226737,11.85552836024748,0.11868524438022651,0.0425899066770667,0.4782809172161695,0.014618125293851253,0.0013014270412075625,0.47694734647462794,0.014943964285926864,0.0015461656716983727,275.57804258320124,356.2725971116266,298.8058722589652
