mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.8386233530499032,1.0318273922136028,143.5218007577653,"[913133, 908763, 99791, 345150]",8
"(0, 10)",HMC,1.6794833369888635,1.0000971106936616,28406.208899262216,"[913133, 908763, 99791, 345150]",10
"(0, 15)",HMC,2.5056441788445003,1.000164228049571,35174.10600318613,"[913133, 908763, 99791, 345150]",15
"(0, 20)",HMC,3.298625458243454,1.0000931817775853,35000.64693199981,"[913133, 908763, 99791, 345150]",20
