dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,5.769693378150288,1.46887006671556e-05,1.2901426602874444
5,20.73633587956215,1.6488841821295402e-14,4.6367856630968864
10,40.771027394399894,5.803236336930223e-20,9.116678876638428
15,72.73305844088326,1.042360813505455e-24,16.26360628852798
30,43.616798031214536,1.6313213397039743e-20,9.75301253586747
