dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,1.365623999917079,0.1880072336547133,0.30536280955197553
5,1.8951697150771731,0.07338904776532001,0.4237728311811467
10,1.9204904912496537,0.06993332859637699,0.429434728857619
15,2.019614127537348,0.05775477724323015,0.451599447749244
30,1.4194966954849983,0.1719533859063219,0.3174091104940775
