dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,5.282266837954807,4.24878373158105e-05,1.1811507724959813
5,6.69321740200023,2.126363202317259e-06,1.496648909905705
10,11.094042883908676,9.639259462171063e-10,2.4807034033717605
15,12.379957428832089,1.5276538716849748e-10,2.7682426369422064
30,15.988860733783334,1.7813195861964535e-12,3.57521794835167
