mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,0.3160730323253222,0.7553929841404836,0.07067607861339088
8,6.678251176966471,2.1920632777870887e-06,1.4933023602515008
10,5.4858420056533355,2.717718900875286e-05,1.2266715638464643
12,2.3833250763010474,0.027749885117987358,0.5329276883089015
15,0.7766499271981575,0.44692701972735105,0.1736642031935343
18,1.700659363804026,0.10531731333293841,0.3802789944037347
