mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,0.14339883179686524,0.8874851318937651,0.0320649535791849
8,1.545179856544384,0.138796374547467,0.34551271966966157
10,-1.1317316662753734,0.27182945489911875,-0.2530628938080841
12,1.2944909420151558,0.2110081891029212,0.2894569742603627
15,0.986594242603298,0.3362397465923599,0.2206091792670893
18,1.8332925608128454,0.08247512754951586,0.4099366788622189
