mu,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
"(10, -10)",5.085926498227198,156.96164555713963,1.0822215894426892,6266.989287014196,12.204344511032104,1.7163660337134379,54.0182692185641,0.14068624269052224,5402.911675496039,0.7887998529847775
"(20, 20)",11.039773025960498,185.24891625995005,1.1638610472606317,1990.8583517457655,12.661787668863932,1.7084710268662222,29.104780190404384,0.14009397451795103,3397.4636655344,0.7394598884284799
"(5, 5)",3.7590964279493497,85.5686248659306,1.0453196643208333,194.0608960079218,15.056274255116781,1.122968654811327,26.265205058041698,0.010856786961455308,29.81636765648299,3.269143700310493
"(50, -50)",16.143252770011127,84.50849710227669,1.0009249319660087,9011.689182699416,35.94115694363912,3.4365223707666117,18.33411177542292,0.0006222836133497375,319.38444017626426,31.081747442084215
