correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-6.7563199695248874,2.0478815638079992e-07,-1.2335296176771324
0.3,-4.343661937928434,0.00015627283777147613,-0.7930405418600026
0.5,-5.652344513124295,4.150129791431697e-06,-1.0319721975429106
0.9,-3.175347041706842,0.003533843187896784,-0.5797364008833783
0.95,-1.5395270545002708,0.1345172362743141,-0.28107789854642784
0.99,-1.7485115536779525,0.09095552179862512,-0.3192330733359399
