mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",DEMetro,0.7583238070749768,1.0120680113420917,92.19195569764781,"[190111, 394060, 277463, 664900]",8
"(0, 10)",DEMetro,4.257647320459294,1.0227125124637184,151.76542417367673,"[190111, 394060, 277463, 664900]",10
"(0, 15)",DEMetro,7.544063838369155,1.0057025748392447,678.7144328830453,"[190111, 394060, 277463, 664900]",15
"(0, 20)",DEMetro,9.97033722282449,1.0046151282454574,1933.4377771787297,"[190111, 394060, 277463, 664900]",20
