correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-4.194256629968037,0.013759262416968784,-1.8757285879375425
0.3,-1.0957964834046379,0.33471554745846316,-0.49005508527959807
0.5,-6.633040035873505,0.0026804111640410075,-2.96638568353816
0.9,-8.245288361280375,0.0011800401995125946,-3.6874050539821526
0.99,-4.629137436684377,0.009813561426111984,-2.070213197123079
