a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.3154211653455189,1.0107725743245812,2108.2491185819945,9.484462976455688
2,DEMetro,0.14640401480077156,1.0036946831846447,5220.619176762207,9.528610706329346
3,DEMetro,0.14749134041408,1.0031612654407607,3771.793329493783,9.033661603927612
5,DEMetro,0.34269540175227664,1.0046654269573136,4107.965985689914,9.307880163192749
