mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 10, 20, 30, 30)",1.9095521199589265,0.43864489326294853,527.9247250144508,5.476072941767363,20.359695481933443,2.0907931089401246,0.6645531845699445,0.06456276245110011,185.87138723324438,3.523413864573286,62.025277574534606,0.16372199450330166,527.9247250144509,233.0493829105578
