mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-30.03201510474397,2.132796105220932e-23,-5.483070706734716
8,-46.4199774425398,9.033492391975759e-29,-8.47508958805334
10,-36.82998718599777,6.652811559398748e-26,-6.724204924799065
12,-40.20166126505706,5.499328740549683e-27,-7.339785574684475
15,-39.844811949722676,7.090412117432426e-27,-7.274634101471503
18,-41.31154003072778,2.5293731902713157e-27,-7.542420786702422
